product_id,title,brand,rating,review_text,review_date,sentiment_score,sentiment_label,themes,pros_cons
0,Safari,Safari,5,Spacious and scratch-resistant. Highly recommended for frequent travelers.,2026-04-03,0.2716,Positive,durability,PRO: durability
0,Safari,Safari,5,"Great Safari luggage, very durable and the wheels are extremely smooth.",2025-04-30,0.6249,Positive,"wheels, durability","PRO: wheels, durability"
0,Safari,Safari,5,"Good quality trolley, wheels rotate 360 smoothly, and the lock works perfectly.",2026-03-10,0.7964,Positive,"wheels, lock","PRO: wheels, lock"
0,Safari,Safari,4,Excellent capacity and lightweight. Best purchase from Safari.,2025-06-09,0.836,Positive,,
0,Safari,Safari,5,I love the design! Zippers feel premium and the handle is sturdy.,2025-11-12,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
0,Safari,Safari,3,Okay product. Fits in cabin but the build feels a bit flimsy.,2025-06-01,0.1154,Positive,durability,PRO: durability
0,Safari,Safari,3,Looks good but the zipper could be smoother. Expected slightly better from Safari.,2025-06-08,0.6554,Positive,"design, zipper","PRO: design, zipper"
0,Safari,Safari,4,Spacious and scratch-resistant. Highly recommended for frequent travelers.,2026-03-30,0.2716,Positive,durability,PRO: durability
0,Safari,Safari,5,"Good quality trolley, wheels rotate 360 smoothly, and the lock works perfectly.",2025-09-28,0.7964,Positive,"wheels, lock","PRO: wheels, lock"
0,Safari,Safari,4,Value for money. The material took a beating on my last flight but still looks good.,2026-04-04,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
1,EUME,Safari,5,I love the design! Zippers feel premium and the handle is sturdy.,2026-02-18,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
1,EUME,Safari,5,Spacious and scratch-resistant. Highly recommended for frequent travelers.,2025-12-29,0.2716,Positive,durability,PRO: durability
1,EUME,Safari,4,"Great Safari luggage, very durable and the wheels are extremely smooth.",2025-08-13,0.6249,Positive,"wheels, durability","PRO: wheels, durability"
1,EUME,Safari,5,Value for money. The material took a beating on my last flight but still looks good.,2026-03-06,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
1,EUME,Safari,5,Spacious and scratch-resistant. Highly recommended for frequent travelers.,2025-09-26,0.2716,Positive,durability,PRO: durability
1,EUME,Safari,5,I love the design! Zippers feel premium and the handle is sturdy.,2025-08-25,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
1,EUME,Safari,5,Value for money. The material took a beating on my last flight but still looks good.,2025-09-07,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
1,EUME,Safari,5,"Great Safari luggage, very durable and the wheels are extremely smooth.",2025-12-20,0.6249,Positive,"wheels, durability","PRO: wheels, durability"
1,EUME,Safari,5,Value for money. The material took a beating on my last flight but still looks good.,2025-05-30,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
1,EUME,Safari,5,"Great Safari luggage, very durable and the wheels are extremely smooth.",2026-03-08,0.6249,Positive,"wheels, durability","PRO: wheels, durability"
1,EUME,Safari,3,Average quality. Scratches easily but wheels are alright.,2025-09-04,0.4939,Positive,wheels,PRO: wheels
1,EUME,Safari,5,Value for money. The material took a beating on my last flight but still looks good.,2026-02-07,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
1,EUME,Safari,4,Value for money. The material took a beating on my last flight but still looks good.,2026-01-30,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
1,EUME,Safari,5,"Good quality trolley, wheels rotate 360 smoothly, and the lock works perfectly.",2025-07-25,0.7964,Positive,"wheels, lock","PRO: wheels, lock"
1,EUME,Safari,5,Spacious and scratch-resistant. Highly recommended for frequent travelers.,2025-08-08,0.2716,Positive,durability,PRO: durability
1,EUME,Safari,5,"Great Safari luggage, very durable and the wheels are extremely smooth.",2025-11-09,0.6249,Positive,"wheels, durability","PRO: wheels, durability"
1,EUME,Safari,5,Value for money. The material took a beating on my last flight but still looks good.,2025-07-09,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
1,EUME,Safari,5,"Good quality trolley, wheels rotate 360 smoothly, and the lock works perfectly.",2025-11-24,0.7964,Positive,"wheels, lock","PRO: wheels, lock"
1,EUME,Safari,4,Spacious and scratch-resistant. Highly recommended for frequent travelers.,2025-11-12,0.2716,Positive,durability,PRO: durability
1,EUME,Safari,5,Spacious and scratch-resistant. Highly recommended for frequent travelers.,2025-06-16,0.2716,Positive,durability,PRO: durability
1,EUME,Safari,5,Excellent capacity and lightweight. Best purchase from Safari.,2025-09-21,0.836,Positive,,
1,EUME,Safari,5,Value for money. The material took a beating on my last flight but still looks good.,2026-03-08,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
1,EUME,Safari,5,Excellent capacity and lightweight. Best purchase from Safari.,2026-03-17,0.836,Positive,,
1,EUME,Safari,5,I love the design! Zippers feel premium and the handle is sturdy.,2025-04-28,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
1,EUME,Safari,5,Excellent capacity and lightweight. Best purchase from Safari.,2025-05-04,0.836,Positive,,
1,EUME,Safari,5,Excellent capacity and lightweight. Best purchase from Safari.,2025-12-22,0.836,Positive,,
1,EUME,Safari,5,Excellent capacity and lightweight. Best purchase from Safari.,2025-07-01,0.836,Positive,,
1,EUME,Safari,5,Spacious and scratch-resistant. Highly recommended for frequent travelers.,2025-07-10,0.2716,Positive,durability,PRO: durability
1,EUME,Safari,5,"Great Safari luggage, very durable and the wheels are extremely smooth.",2025-06-21,0.6249,Positive,"wheels, durability","PRO: wheels, durability"
1,EUME,Safari,5,Excellent capacity and lightweight. Best purchase from Safari.,2025-08-13,0.836,Positive,,
2,Safari,Safari,4,I love the design! Zippers feel premium and the handle is sturdy.,2025-09-14,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
2,Safari,Safari,5,"Good quality trolley, wheels rotate 360 smoothly, and the lock works perfectly.",2026-03-21,0.7964,Positive,"wheels, lock","PRO: wheels, lock"
2,Safari,Safari,5,I love the design! Zippers feel premium and the handle is sturdy.,2025-12-12,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
2,Safari,Safari,4,Value for money. The material took a beating on my last flight but still looks good.,2025-06-17,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
2,Safari,Safari,4,Value for money. The material took a beating on my last flight but still looks good.,2025-09-07,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
2,Safari,Safari,5,"Good quality trolley, wheels rotate 360 smoothly, and the lock works perfectly.",2025-12-01,0.7964,Positive,"wheels, lock","PRO: wheels, lock"
2,Safari,Safari,5,I love the design! Zippers feel premium and the handle is sturdy.,2026-03-26,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
2,Safari,Safari,5,Value for money. The material took a beating on my last flight but still looks good.,2025-05-06,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
2,Safari,Safari,4,Excellent capacity and lightweight. Best purchase from Safari.,2025-09-08,0.836,Positive,,
2,Safari,Safari,4,Value for money. The material took a beating on my last flight but still looks good.,2025-09-25,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
2,Safari,Safari,5,Excellent capacity and lightweight. Best purchase from Safari.,2025-05-19,0.836,Positive,,
2,Safari,Safari,3,Looks good but the zipper could be smoother. Expected slightly better from Safari.,2025-11-28,0.6554,Positive,"design, zipper","PRO: design, zipper"
2,Safari,Safari,5,"Great Safari luggage, very durable and the wheels are extremely smooth.",2025-08-28,0.6249,Positive,"wheels, durability","PRO: wheels, durability"
2,Safari,Safari,4,Spacious and scratch-resistant. Highly recommended for frequent travelers.,2025-04-28,0.2716,Positive,durability,PRO: durability
2,Safari,Safari,4,"Great Safari luggage, very durable and the wheels are extremely smooth.",2025-04-27,0.6249,Positive,"wheels, durability","PRO: wheels, durability"
2,Safari,Safari,3,Average quality. Scratches easily but wheels are alright.,2025-06-13,0.4939,Positive,wheels,PRO: wheels
2,Safari,Safari,5,Value for money. The material took a beating on my last flight but still looks good.,2025-09-16,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
2,Safari,Safari,3,It's decent for the price. The handle wobbles a bit but gets the job done.,2026-02-26,0.0,Neutral,"handle, value","PRO: handle, value"
2,Safari,Safari,5,Value for money. The material took a beating on my last flight but still looks good.,2025-08-02,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
2,Safari,Safari,4,"Great Safari luggage, very durable and the wheels are extremely smooth.",2025-05-07,0.6249,Positive,"wheels, durability","PRO: wheels, durability"
2,Safari,Safari,5,Value for money. The material took a beating on my last flight but still looks good.,2025-06-24,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
2,Safari,Safari,5,Excellent capacity and lightweight. Best purchase from Safari.,2026-03-13,0.836,Positive,,
2,Safari,Safari,4,"Great Safari luggage, very durable and the wheels are extremely smooth.",2026-01-04,0.6249,Positive,"wheels, durability","PRO: wheels, durability"
2,Safari,Safari,5,"Good quality trolley, wheels rotate 360 smoothly, and the lock works perfectly.",2025-12-27,0.7964,Positive,"wheels, lock","PRO: wheels, lock"
2,Safari,Safari,5,I love the design! Zippers feel premium and the handle is sturdy.,2025-12-10,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
2,Safari,Safari,5,I love the design! Zippers feel premium and the handle is sturdy.,2025-09-21,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
2,Safari,Safari,4,Excellent capacity and lightweight. Best purchase from Safari.,2025-05-20,0.836,Positive,,
2,Safari,Safari,5,Spacious and scratch-resistant. Highly recommended for frequent travelers.,2025-09-27,0.2716,Positive,durability,PRO: durability
2,Safari,Safari,5,Spacious and scratch-resistant. Highly recommended for frequent travelers.,2025-09-13,0.2716,Positive,durability,PRO: durability
2,Safari,Safari,5,"Good quality trolley, wheels rotate 360 smoothly, and the lock works perfectly.",2025-10-26,0.7964,Positive,"wheels, lock","PRO: wheels, lock"
3,Safari,Safari,4,Value for money. The material took a beating on my last flight but still looks good.,2026-01-11,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
3,Safari,Safari,3,Average quality. Scratches easily but wheels are alright.,2025-10-18,0.4939,Positive,wheels,PRO: wheels
3,Safari,Safari,3,Looks good but the zipper could be smoother. Expected slightly better from Safari.,2025-11-27,0.6554,Positive,"design, zipper","PRO: design, zipper"
3,Safari,Safari,3,Okay product. Fits in cabin but the build feels a bit flimsy.,2026-02-10,0.1154,Positive,durability,PRO: durability
3,Safari,Safari,4,I love the design! Zippers feel premium and the handle is sturdy.,2025-12-09,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
3,Safari,Safari,3,It's decent for the price. The handle wobbles a bit but gets the job done.,2025-12-13,0.0,Neutral,"handle, value","PRO: handle, value"
3,Safari,Safari,3,Looks good but the zipper could be smoother. Expected slightly better from Safari.,2025-10-23,0.6554,Positive,"design, zipper","PRO: design, zipper"
3,Safari,Safari,4,Spacious and scratch-resistant. Highly recommended for frequent travelers.,2025-05-04,0.2716,Positive,durability,PRO: durability
3,Safari,Safari,2,Handle snapped while lifting. Not durable at all.,2025-11-19,0.0,Neutral,"handle, durability","PRO: handle, durability"
3,Safari,Safari,4,Value for money. The material took a beating on my last flight but still looks good.,2026-03-29,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
3,Safari,Safari,5,I love the design! Zippers feel premium and the handle is sturdy.,2026-01-05,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
3,Safari,Safari,2,Zipper got stuck immediately. Poor quality check.,2026-04-10,-0.6249,Negative,zipper,CON: zipper
3,Safari,Safari,5,Spacious and scratch-resistant. Highly recommended for frequent travelers.,2025-07-01,0.2716,Positive,durability,PRO: durability
3,Safari,Safari,2,The lock got jammed completely. Had to break it to open.,2025-08-27,0.0,Neutral,lock,PRO: lock
3,Safari,Safari,5,"Good quality trolley, wheels rotate 360 smoothly, and the lock works perfectly.",2025-10-19,0.7964,Positive,"wheels, lock","PRO: wheels, lock"
3,Safari,Safari,4,I love the design! Zippers feel premium and the handle is sturdy.,2026-01-15,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
3,Safari,Safari,4,Value for money. The material took a beating on my last flight but still looks good.,2025-09-06,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
3,Safari,Safari,3,It's decent for the price. The handle wobbles a bit but gets the job done.,2026-02-17,0.0,Neutral,"handle, value","PRO: handle, value"
3,Safari,Safari,2,Zipper got stuck immediately. Poor quality check.,2025-04-30,-0.6249,Negative,zipper,CON: zipper
3,Safari,Safari,3,Average quality. Scratches easily but wheels are alright.,2025-08-22,0.4939,Positive,wheels,PRO: wheels
3,Safari,Safari,4,I love the design! Zippers feel premium and the handle is sturdy.,2026-02-08,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
3,Safari,Safari,3,Looks good but the zipper could be smoother. Expected slightly better from Safari.,2025-09-17,0.6554,Positive,"design, zipper","PRO: design, zipper"
3,Safari,Safari,4,Value for money. The material took a beating on my last flight but still looks good.,2025-10-06,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
3,Safari,Safari,3,It's decent for the price. The handle wobbles a bit but gets the job done.,2026-03-10,0.0,Neutral,"handle, value","PRO: handle, value"
3,Safari,Safari,4,Spacious and scratch-resistant. Highly recommended for frequent travelers.,2025-07-06,0.2716,Positive,durability,PRO: durability
3,Safari,Safari,2,Wheel broke after the first trip. Very disappointed with Safari.,2025-10-11,-0.7346,Negative,"wheels, durability","CON: wheels, durability"
3,Safari,Safari,5,I love the design! Zippers feel premium and the handle is sturdy.,2025-11-27,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
3,Safari,Safari,4,"Good quality trolley, wheels rotate 360 smoothly, and the lock works perfectly.",2025-10-24,0.7964,Positive,"wheels, lock","PRO: wheels, lock"
3,Safari,Safari,5,Spacious and scratch-resistant. Highly recommended for frequent travelers.,2025-08-26,0.2716,Positive,durability,PRO: durability
3,Safari,Safari,4,Excellent capacity and lightweight. Best purchase from Safari.,2025-11-26,0.836,Positive,,
4,Safari,Safari,3,Average quality. Scratches easily but wheels are alright.,2026-03-31,0.4939,Positive,wheels,PRO: wheels
4,Safari,Safari,5,Value for money. The material took a beating on my last flight but still looks good.,2025-05-17,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
4,Safari,Safari,4,I love the design! Zippers feel premium and the handle is sturdy.,2026-01-14,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
4,Safari,Safari,4,I love the design! Zippers feel premium and the handle is sturdy.,2025-07-12,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
4,Safari,Safari,4,Spacious and scratch-resistant. Highly recommended for frequent travelers.,2025-11-15,0.2716,Positive,durability,PRO: durability
4,Safari,Safari,3,It's decent for the price. The handle wobbles a bit but gets the job done.,2026-02-02,0.0,Neutral,"handle, value","PRO: handle, value"
4,Safari,Safari,5,I love the design! Zippers feel premium and the handle is sturdy.,2025-04-10,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
4,Safari,Safari,4,I love the design! Zippers feel premium and the handle is sturdy.,2025-06-01,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
4,Safari,Safari,3,It's decent for the price. The handle wobbles a bit but gets the job done.,2025-08-03,0.0,Neutral,"handle, value","PRO: handle, value"
4,Safari,Safari,4,Value for money. The material took a beating on my last flight but still looks good.,2025-04-24,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
4,Safari,Safari,3,Average quality. Scratches easily but wheels are alright.,2026-01-10,0.4939,Positive,wheels,PRO: wheels
4,Safari,Safari,3,Okay product. Fits in cabin but the build feels a bit flimsy.,2026-01-05,0.1154,Positive,durability,PRO: durability
4,Safari,Safari,3,Looks good but the zipper could be smoother. Expected slightly better from Safari.,2025-05-05,0.6554,Positive,"design, zipper","PRO: design, zipper"
4,Safari,Safari,3,Looks good but the zipper could be smoother. Expected slightly better from Safari.,2025-07-02,0.6554,Positive,"design, zipper","PRO: design, zipper"
4,Safari,Safari,3,It's decent for the price. The handle wobbles a bit but gets the job done.,2025-04-28,0.0,Neutral,"handle, value","PRO: handle, value"
4,Safari,Safari,2,Zipper got stuck immediately. Poor quality check.,2025-09-29,-0.6249,Negative,zipper,CON: zipper
4,Safari,Safari,5,"Good quality trolley, wheels rotate 360 smoothly, and the lock works perfectly.",2025-12-21,0.7964,Positive,"wheels, lock","PRO: wheels, lock"
4,Safari,Safari,5,I love the design! Zippers feel premium and the handle is sturdy.,2025-06-03,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
4,Safari,Safari,5,I love the design! Zippers feel premium and the handle is sturdy.,2026-01-04,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
4,Safari,Safari,3,It's decent for the price. The handle wobbles a bit but gets the job done.,2025-05-20,0.0,Neutral,"handle, value","PRO: handle, value"
4,Safari,Safari,3,Looks good but the zipper could be smoother. Expected slightly better from Safari.,2026-04-09,0.6554,Positive,"design, zipper","PRO: design, zipper"
4,Safari,Safari,3,Looks good but the zipper could be smoother. Expected slightly better from Safari.,2025-12-31,0.6554,Positive,"design, zipper","PRO: design, zipper"
4,Safari,Safari,4,Value for money. The material took a beating on my last flight but still looks good.,2025-07-16,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
4,Safari,Safari,4,Excellent capacity and lightweight. Best purchase from Safari.,2025-04-19,0.836,Positive,,
4,Safari,Safari,4,I love the design! Zippers feel premium and the handle is sturdy.,2025-09-09,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
4,Safari,Safari,3,It's decent for the price. The handle wobbles a bit but gets the job done.,2025-12-25,0.0,Neutral,"handle, value","PRO: handle, value"
4,Safari,Safari,3,It's decent for the price. The handle wobbles a bit but gets the job done.,2025-06-24,0.0,Neutral,"handle, value","PRO: handle, value"
4,Safari,Safari,4,Excellent capacity and lightweight. Best purchase from Safari.,2025-05-03,0.836,Positive,,
4,Safari,Safari,3,It's decent for the price. The handle wobbles a bit but gets the job done.,2026-02-25,0.0,Neutral,"handle, value","PRO: handle, value"
4,Safari,Safari,3,Okay product. Fits in cabin but the build feels a bit flimsy.,2026-02-03,0.1154,Positive,durability,PRO: durability
5,Safari,Safari,5,Excellent capacity and lightweight. Best purchase from Safari.,2026-01-26,0.836,Positive,,
5,Safari,Safari,4,"Good quality trolley, wheels rotate 360 smoothly, and the lock works perfectly.",2025-09-29,0.7964,Positive,"wheels, lock","PRO: wheels, lock"
5,Safari,Safari,5,"Great Safari luggage, very durable and the wheels are extremely smooth.",2026-03-16,0.6249,Positive,"wheels, durability","PRO: wheels, durability"
5,Safari,Safari,3,Average quality. Scratches easily but wheels are alright.,2025-06-07,0.4939,Positive,wheels,PRO: wheels
5,Safari,Safari,5,Spacious and scratch-resistant. Highly recommended for frequent travelers.,2025-11-16,0.2716,Positive,durability,PRO: durability
5,Safari,Safari,4,Value for money. The material took a beating on my last flight but still looks good.,2025-05-18,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
5,Safari,Safari,4,Excellent capacity and lightweight. Best purchase from Safari.,2025-05-28,0.836,Positive,,
5,Safari,Safari,5,"Great Safari luggage, very durable and the wheels are extremely smooth.",2025-12-15,0.6249,Positive,"wheels, durability","PRO: wheels, durability"
5,Safari,Safari,4,I love the design! Zippers feel premium and the handle is sturdy.,2026-03-23,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
5,Safari,Safari,5,Value for money. The material took a beating on my last flight but still looks good.,2025-10-31,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
5,Safari,Safari,5,Excellent capacity and lightweight. Best purchase from Safari.,2026-01-14,0.836,Positive,,
5,Safari,Safari,5,Value for money. The material took a beating on my last flight but still looks good.,2025-12-26,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
5,Safari,Safari,5,"Good quality trolley, wheels rotate 360 smoothly, and the lock works perfectly.",2025-10-18,0.7964,Positive,"wheels, lock","PRO: wheels, lock"
5,Safari,Safari,4,"Great Safari luggage, very durable and the wheels are extremely smooth.",2025-09-28,0.6249,Positive,"wheels, durability","PRO: wheels, durability"
5,Safari,Safari,5,"Good quality trolley, wheels rotate 360 smoothly, and the lock works perfectly.",2026-02-16,0.7964,Positive,"wheels, lock","PRO: wheels, lock"
5,Safari,Safari,4,"Good quality trolley, wheels rotate 360 smoothly, and the lock works perfectly.",2026-04-07,0.7964,Positive,"wheels, lock","PRO: wheels, lock"
5,Safari,Safari,5,"Great Safari luggage, very durable and the wheels are extremely smooth.",2025-11-16,0.6249,Positive,"wheels, durability","PRO: wheels, durability"
5,Safari,Safari,5,Value for money. The material took a beating on my last flight but still looks good.,2025-08-26,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
5,Safari,Safari,5,Excellent capacity and lightweight. Best purchase from Safari.,2026-01-28,0.836,Positive,,
5,Safari,Safari,4,I love the design! Zippers feel premium and the handle is sturdy.,2025-08-12,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
5,Safari,Safari,4,"Great Safari luggage, very durable and the wheels are extremely smooth.",2026-02-21,0.6249,Positive,"wheels, durability","PRO: wheels, durability"
5,Safari,Safari,4,"Great Safari luggage, very durable and the wheels are extremely smooth.",2025-08-31,0.6249,Positive,"wheels, durability","PRO: wheels, durability"
5,Safari,Safari,4,I love the design! Zippers feel premium and the handle is sturdy.,2025-06-19,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
5,Safari,Safari,5,"Good quality trolley, wheels rotate 360 smoothly, and the lock works perfectly.",2025-07-28,0.7964,Positive,"wheels, lock","PRO: wheels, lock"
5,Safari,Safari,5,I love the design! Zippers feel premium and the handle is sturdy.,2025-07-09,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
5,Safari,Safari,5,Excellent capacity and lightweight. Best purchase from Safari.,2025-07-13,0.836,Positive,,
5,Safari,Safari,5,Value for money. The material took a beating on my last flight but still looks good.,2026-02-19,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
5,Safari,Safari,5,"Good quality trolley, wheels rotate 360 smoothly, and the lock works perfectly.",2025-10-21,0.7964,Positive,"wheels, lock","PRO: wheels, lock"
5,Safari,Safari,5,I love the design! Zippers feel premium and the handle is sturdy.,2026-01-22,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
5,Safari,Safari,5,I love the design! Zippers feel premium and the handle is sturdy.,2025-08-20,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
6,Safari,Safari,5,Value for money. The material took a beating on my last flight but still looks good.,2025-07-30,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
6,Safari,Safari,5,Spacious and scratch-resistant. Highly recommended for frequent travelers.,2025-06-05,0.2716,Positive,durability,PRO: durability
6,Safari,Safari,5,Excellent capacity and lightweight. Best purchase from Safari.,2025-08-20,0.836,Positive,,
6,Safari,Safari,5,Excellent capacity and lightweight. Best purchase from Safari.,2026-03-17,0.836,Positive,,
6,Safari,Safari,5,I love the design! Zippers feel premium and the handle is sturdy.,2025-05-27,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
6,Safari,Safari,5,Excellent capacity and lightweight. Best purchase from Safari.,2026-03-20,0.836,Positive,,
6,Safari,Safari,3,It's decent for the price. The handle wobbles a bit but gets the job done.,2025-04-21,0.0,Neutral,"handle, value","PRO: handle, value"
6,Safari,Safari,4,"Great Safari luggage, very durable and the wheels are extremely smooth.",2025-10-01,0.6249,Positive,"wheels, durability","PRO: wheels, durability"
6,Safari,Safari,3,Average quality. Scratches easily but wheels are alright.,2025-04-13,0.4939,Positive,wheels,PRO: wheels
6,Safari,Safari,3,Okay product. Fits in cabin but the build feels a bit flimsy.,2025-09-01,0.1154,Positive,durability,PRO: durability
6,Safari,Safari,4,"Good quality trolley, wheels rotate 360 smoothly, and the lock works perfectly.",2025-09-17,0.7964,Positive,"wheels, lock","PRO: wheels, lock"
6,Safari,Safari,5,I love the design! Zippers feel premium and the handle is sturdy.,2025-06-21,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
6,Safari,Safari,4,I love the design! Zippers feel premium and the handle is sturdy.,2026-01-25,0.6696,Positive,"handle, durability, design","PRO: handle, durability, design"
6,Safari,Safari,3,Looks good but the zipper could be smoother. Expected slightly better from Safari.,2025-06-15,0.6554,Positive,"design, zipper","PRO: design, zipper"
6,Safari,Safari,4,Value for money. The material took a beating on my last flight but still looks good.,2025-04-19,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
6,Safari,Safari,5,Spacious and scratch-resistant. Highly recommended for frequent travelers.,2026-02-12,0.2716,Positive,durability,PRO: durability
6,Safari,Safari,4,Excellent capacity and lightweight. Best purchase from Safari.,2025-07-21,0.836,Positive,,
6,Safari,Safari,3,Okay product. Fits in cabin but the build feels a bit flimsy.,2025-07-03,0.1154,Positive,durability,PRO: durability
6,Safari,Safari,5,Value for money. The material took a beating on my last flight but still looks good.,2025-07-03,0.5499,Positive,"durability, design, value","PRO: durability, design, value"
6,Safari,Safari,4,Excellent capacity and lightweight. Best purchase from Safari.,2026-02-14,0.836,Positive,,
6,Safari,Safari,4,Excellent capacity and lightweight. Best purchase from Safari.,2025-09-06,0.836,Positive,,
